Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
29313,-2.0661841592620114,0.6621559168077615,-0.07904362692865058,-0.43510960093707274,-1.8373898819043348,0.4692168032766137,-0.27073278959225855,-0.8130066007408375,-2.0567335676347995,1.13286952719369,-0.07856367246130405,-0.5642756644408824,0.3607802697330284,0.2989060652817127,0.39953507301432784,1.6521142417433827,-0.9210698012905804,-0.25720193890804016,-1.60127748922297,-0.06323669553439018,-0.42490190080857304,0.5072099636927097,-0.5129812168962291,-0.6465549441902801,1.5565505973483502,-0.6656056155251194,0.0014332702620797745,1.186922006166577,856.6385616650415,0
23587,-1.9773792437365567,-2.050960891289459,1.2345472481505242,1.4929436033573225,0.6935486921155269,-0.02054783323164581,0.24088139158646446,0.20229629623039133,-1.1088761458817797,1.2973752895688968,0.556771381198023,0.7355889253759671,-0.7489158967959957,-1.7899172021282441,0.9869479591644884,-0.4171345347759713,1.1548805707350076,-0.3123924818142666,-1.3057869969541867,1.5857565110386023,-1.5945854240223656,1.57292209666515,-1.0331977377244244,0.010948526026302323,-1.9657389112514327,-0.5182337211708367,0.08906587662190495,0.7915551675976765,98.78304030688534,0
46265,-0.3520504422547887,1.2154179177126216,1.280567655608469,-2.237102092051945,0.79841238748899,-2.091846810946738,-1.065439308791936,-0.6892022641716102,-1.455213332856579,-0.03353817798437412,0.34244951508319016,0.42437472209456156,-2.7599589549584325,-1.6741078226220434,0.23243884211462212,0.5037430288217772,-0.19878541691490087,0.0729321130413736,2.3561246554558424,0.9424419199404818,0.3568842566311556,-0.18621744879180388,1.110460780744615,1.3392098822510123,-1.3112876026911815,0.2756142914290053,0.1703069719515454,0.29387851090564754,834.3561014316987,0
36008,1.4898158649229778,0.526205981426676,-1.9410270945289225,0.716160860204281,0.2796049431624876,-1.533613907338023,0.09285802314587464,0.6463266788902039,-1.4184418106559877,-0.22712380264079932,1.7610675054514782,-1.9159621092514643,-1.1723790266660625,1.26770992250041,1.1660314069024904,-0.19863627630391634,1.3548398528190961,1.820640023933843,0.03004174499322139,0.34891524768143944,-0.006941370485162261,0.483420282578339,-1.765508004034912,0.9464329006152015,-0.6845530293574926,-1.179276291239747,1.2747695696992172,0.3945239195829781,582.3498926109105,0
57042,1.0123124958546208,-0.8314652422245785,0.5213134638092981,0.2390088753795036,-1.1718499880602848,-0.23349598500021734,0.09829624082887307,-0.5751375104933445,0.14287339377089756,-1.3077193408937997,0.34784436199095553,-1.351765320262962,-1.766244186439983,1.0310991861900798,0.30677490916631694,1.3764897487896393,-0.7049811001199384,-1.1175709663328393,1.0701314720677182,0.9880960362724475,1.1032545818817125,1.282209575938299,1.3889525547339228,0.7326980755478025,0.5862457288832937,1.2917546534239173,0.32948592641964836,1.4683189333357984,208.1513791440206,0
87108,1.0810001415076316,-1.3017333512397382,2.3887899273854987,1.5579940400452346,0.04655980948483989,1.2976295408469691,0.7002056170252344,-0.3672629282317116,0.49003120699966346,-0.21207112930053468,0.6509210169091619,-0.20076888894354492,0.5579116577903471,-0.14138193508949481,-0.7567673992538894,-0.34610729041409055,-1.1164443913409443,0.8710814440941749,-0.2847017084889823,-0.5457174834058172,-0.1106044143210178,0.2805096461527247,-1.0762067067249979,-1.265233565015281,0.9563293042744937,0.5366709366853428,-0.302703572685261,0.07890784888746756,963.0042327351314,0
23749,-0.8637907142678934,-1.6223491502715988,0.71149859032834,0.028528004384399244,-1.166525134823808,-1.1056376037767848,1.1827533434097257,-0.5561466040225539,-1.59515170956058,0.17987164156322677,-0.921081044031099,2.239206002704159,-0.04253257323329023,0.06395015222712021,-1.6220766903008708,0.4368262470636564,2.1313132281166873,-0.12918447455098267,0.7509036190501904,-0.4884886827231527,0.6907642360316006,-1.6349894884018812,0.852168685237745,-0.2366185468924958,-0.8850540259419841,-0.14839492232890808,-1.8246349155965391,1.0821123917400786,224.41745699321413,0
63412,-1.6731016572253181,0.136549229726876,-2.1298657355481545,1.0338700145135102,0.4341669675532316,-0.4277281279612705,-0.2738673644484466,0.2034758586954931,0.8200751364745927,-0.34631811983345184,1.6285294914872852,0.5673916468161667,0.6389395007108465,2.0758162016665103,0.028293691130285948,-0.6404655087541289,0.24911287673662363,0.08425366312357573,0.14542822031766856,-1.0156981301500174,2.565879949011488,1.9135273942266562,-0.5035564550054149,0.705138555850674,-1.7342354993819047,0.5925482439405669,0.5147953521134754,0.7782913800785934,262.3578066486467,0
19841,1.443190101751696,2.1611937470693996,-1.2664426039074892,-0.6459717581633021,0.35282135001367326,-0.3436397781237581,-0.17411805767057068,1.146761493176145,-0.5033362421469212,-1.4073562100459698,-0.9677405317605897,0.10035813915061242,-0.5050158042928141,-0.9675160563488703,0.3423551046317178,0.6602070137724563,0.3914788001252111,-1.9334049291891926,1.2852768276118782,-1.8840336111561493,-0.36722630448834587,-1.0179083828436435,-0.018668162752558705,-0.9531023221010221,-1.0432206589203599,0.055499977676676006,-0.5811203552599805,0.4749225280170591,666.1625500472923,0
97175,0.31589547619794517,-0.9489589623572497,-0.5026988973081802,-0.18998649499373643,-2.107033375334431,0.7762932983873344,2.108047490257197,0.23445409450277846,-2.1792062105416026,1.1123304788223807,-1.964417170732008,-0.8046522446534846,-0.8645280165214544,-1.3594544026674937,1.4901645778110788,0.9751498755287971,-0.23277910133097884,-0.22618922632949034,-1.0423504835789728,-1.6594618118341595,0.015096171415933144,1.096223281434888,0.029778454775115273,0.6960250886966677,0.7191268475385549,-0.5741362245279981,-1.8786306410309563,-1.9341734196636127,311.24420664380216,1
